,test_id,kcid,lmc_prior_code,lengthscale_prior_code,kernel_structure,n_kernels,active_dims,additive,independent_outputs
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)', 'SE_19^(1) + SE_20^(1) + SE_21^(1) + SE_22^(1) + SE_23^(1) + SE_24^(1) + SE_25^(1) + SE_26^(1) + SE_27^(1) + SE_28^(1) + SE_29^(1) + SE_30^(1) + SE_31^(1) + SE_32^(1) + SE_33^(1) + SE_34^(1) + SE_35^(1) + SE_36^(1)', 'SE_37^(2) + SE_38^(2) + SE_39^(2) + SE_40^(2) + SE_41^(2) + SE_42^(2) + SE_43^(2) + SE_44^(2) + SE_45^(2) + SE_46^(2) + SE_47^(2) + SE_48^(2) + SE_49^(2) + SE_50^(2) + SE_51^(2) + SE_52^(2) + SE_53^(2) + SE_54^(2)', 'SE_55^(3) + SE_56^(3) + SE_57^(3) + SE_58^(3) + SE_59^(3) + SE_60^(3) + SE_61^(3) + SE_62^(3) + SE_63^(3) + SE_64^(3) + SE_65^(3) + SE_66^(3) + SE_67^(3) + SE_68^(3) + SE_69^(3) + SE_70^(3) + SE_71^(3) + SE_72^(3)']",18,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)'],18,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)', 'SE_19^(1) + SE_20^(1) + SE_21^(1) + SE_22^(1) + SE_23^(1) + SE_24^(1) + SE_25^(1) + SE_26^(1) + SE_27^(1) + SE_28^(1) + SE_29^(1) + SE_30^(1) + SE_31^(1) + SE_32^(1) + SE_33^(1) + SE_34^(1) + SE_35^(1) + SE_36^(1)', 'SE_37^(2) + SE_38^(2) + SE_39^(2) + SE_40^(2) + SE_41^(2) + SE_42^(2) + SE_43^(2) + SE_44^(2) + SE_45^(2) + SE_46^(2) + SE_47^(2) + SE_48^(2) + SE_49^(2) + SE_50^(2) + SE_51^(2) + SE_52^(2) + SE_53^(2) + SE_54^(2)', 'SE_55^(3) + SE_56^(3) + SE_57^(3) + SE_58^(3) + SE_59^(3) + SE_60^(3) + SE_61^(3) + SE_62^(3) + SE_63^(3) + SE_64^(3) + SE_65^(3) + SE_66^(3) + SE_67^(3) + SE_68^(3) + SE_69^(3) + SE_70^(3) + SE_71^(3) + SE_72^(3)']",18,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)'],18,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)', 'SE_19^(1) + SE_20^(1) + SE_21^(1) + SE_22^(1) + SE_23^(1) + SE_24^(1) + SE_25^(1) + SE_26^(1) + SE_27^(1) + SE_28^(1) + SE_29^(1) + SE_30^(1) + SE_31^(1) + SE_32^(1) + SE_33^(1) + SE_34^(1) + SE_35^(1) + SE_36^(1)', 'SE_37^(2) + SE_38^(2) + SE_39^(2) + SE_40^(2) + SE_41^(2) + SE_42^(2) + SE_43^(2) + SE_44^(2) + SE_45^(2) + SE_46^(2) + SE_47^(2) + SE_48^(2) + SE_49^(2) + SE_50^(2) + SE_51^(2) + SE_52^(2) + SE_53^(2) + SE_54^(2)', 'SE_55^(3) + SE_56^(3) + SE_57^(3) + SE_58^(3) + SE_59^(3) + SE_60^(3) + SE_61^(3) + SE_62^(3) + SE_63^(3) + SE_64^(3) + SE_65^(3) + SE_66^(3) + SE_67^(3) + SE_68^(3) + SE_69^(3) + SE_70^(3) + SE_71^(3) + SE_72^(3)']",18,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)'],18,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)', 'SE_19^(1) + SE_20^(1) + SE_21^(1) + SE_22^(1) + SE_23^(1) + SE_24^(1) + SE_25^(1) + SE_26^(1) + SE_27^(1) + SE_28^(1) + SE_29^(1) + SE_30^(1) + SE_31^(1) + SE_32^(1) + SE_33^(1) + SE_34^(1) + SE_35^(1) + SE_36^(1)', 'SE_37^(2) + SE_38^(2) + SE_39^(2) + SE_40^(2) + SE_41^(2) + SE_42^(2) + SE_43^(2) + SE_44^(2) + SE_45^(2) + SE_46^(2) + SE_47^(2) + SE_48^(2) + SE_49^(2) + SE_50^(2) + SE_51^(2) + SE_52^(2) + SE_53^(2) + SE_54^(2)', 'SE_55^(3) + SE_56^(3) + SE_57^(3) + SE_58^(3) + SE_59^(3) + SE_60^(3) + SE_61^(3) + SE_62^(3) + SE_63^(3) + SE_64^(3) + SE_65^(3) + SE_66^(3) + SE_67^(3) + SE_68^(3) + SE_69^(3) + SE_70^(3) + SE_71^(3) + SE_72^(3)']",18,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)'],18,,False,False
0,0,0,2,1,"['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)', 'SE_19^(1) + SE_20^(1) + SE_21^(1) + SE_22^(1) + SE_23^(1) + SE_24^(1) + SE_25^(1) + SE_26^(1) + SE_27^(1) + SE_28^(1) + SE_29^(1) + SE_30^(1) + SE_31^(1) + SE_32^(1) + SE_33^(1) + SE_34^(1) + SE_35^(1) + SE_36^(1)', 'SE_37^(2) + SE_38^(2) + SE_39^(2) + SE_40^(2) + SE_41^(2) + SE_42^(2) + SE_43^(2) + SE_44^(2) + SE_45^(2) + SE_46^(2) + SE_47^(2) + SE_48^(2) + SE_49^(2) + SE_50^(2) + SE_51^(2) + SE_52^(2) + SE_53^(2) + SE_54^(2)', 'SE_55^(3) + SE_56^(3) + SE_57^(3) + SE_58^(3) + SE_59^(3) + SE_60^(3) + SE_61^(3) + SE_62^(3) + SE_63^(3) + SE_64^(3) + SE_65^(3) + SE_66^(3) + SE_67^(3) + SE_68^(3) + SE_69^(3) + SE_70^(3) + SE_71^(3) + SE_72^(3)']",18,,True,False
0,3,0,2,1,['SE_1^(0) + SE_2^(0) + SE_3^(0) + SE_4^(0) + SE_5^(0) + SE_6^(0) + SE_7^(0) + SE_8^(0) + SE_9^(0) + SE_10^(0) + SE_11^(0) + SE_12^(0) + SE_13^(0) + SE_14^(0) + SE_15^(0) + SE_16^(0) + SE_17^(0) + SE_18^(0)'],18,,False,False
